"INSTNM","CITY","STABBR","INSTURL","NPCURL","lat","lng","CONTROL"
"West Virginia Northern Community College","Wheeling","WV","www.wvncc.edu/","https://wvncc.studentaidcalculator.com/survey.aspx",40.063736,-80.721548,1
"West Virginia University","Morgantown","WV","www.wvu.edu/","financialaid.wvu.edu/net-price-calculator",39.63468,-79.953926,1
"Wheeling Jesuit University","Wheeling","WV","www.wju.edu","https://wju.studentaidcalculator.com",40.070873,-80.690804,2
"Wood County School of Practical Nursing","Parkersburg","WV","wcvt.wood.tec.wv.us/","wcvt.wood.tec.wv.us/Nursing/Calculate/npcalc.htm",39.21676,-81.50573,1
"Advanced Institute of Hair Design-Glendale","Glendale","WI","www.vicibeautyschool.com","www.vicibeautyschool.com/netprice/npcalc.htm",43.12092,-87.916376,3
"VICI Aveda Institute","Greenfield","WI","www.vicibeautyschool.com","www.vicibeautyschool.com/netprice/npcalc.htm",42.969138,-88.047841,3
"Alverno College","Milwaukee","WI","www.alverno.edu","www.alverno.edu/npc",42.983518,-87.965498,2
"Madison Area Technical College","Madison","WI","madisoncollege.edu","ire.madisoncollege.edu/heoa-calc/npcalc.htm",43.12078,-89.328311,1
"Bellin College","Green Bay","WI","www.bellincollege.edu","www.bellincollege.edu",44.468277,-87.921722,2
"Beloit College","Beloit","WI","www.beloit.edu","https://www.beloit.edu/prospective/npcalc.php",42.50363,-89.03147,2
"Blackhawk Technical College","Janesville","WI","www.blackhawk.edu","www.blackhawk.edu/netpricecalculator/npcalc.htm",42.593217,-89.016161,1
"Cardinal Stritch University","Milwaukee","WI","www.stritch.edu","www.stritch.edu/estimatemycosts/",43.139752,-87.909045,2
"Carroll University","Waukesha","WI","www.carrollu.edu","www.carrollu.edu/prospective/ecc/default.asp",43.004647,-88.227962,2
"Carthage College","Kenosha","WI","www.carthage.edu","www.carthage.edu/admissions/afford/netprice.cfm",42.622893,-87.820706,2
"Columbia College of Nursing","Glendale","WI","www.ccon.edu","www.ccon.edu",43.09824,-87.917831,2
"Concordia University-Wisconsin","Mequon","WI","www.cuw.edu","www.cuw.edu/Departments/financialaid/calculator/index.html",43.254217,-87.916628,2
"Edgewood College","Madison","WI","www.edgewood.edu","www.edgewood.edu/ProspectiveStudents/FinancialAid/FreshmanCalculator.aspx",43.058727,-89.422122,2
"Fox Valley Technical College","Appleton","WI","www.fvtc.edu","www.fvtc.edu/apps/netpricecalculator/npcalc.htm",44.283174,-88.45893,1
"Gateway Technical College","Kenosha","WI","https://www.gtc.edu","https://www.gtc.edu/student-services/financial-aid/net-price-calculator",42.605677,-87.846695,1
"Gill-Tech Academy of Hair Design","Appleton","WI","www.gilltechacademy.edu","www.gilltechacademy.edu",44.268381,-88.487234,3
"The Salon Professional Academy-Eau Claire","Eau Claire","WI","tspaeauclaire.com","www.thesalonprofessionalacademy.com/eau_claire/consumer.html",44.783374,-91.461714,3
"ITT Technical Institute-Greenfield","Greenfield","WI","www.itt-tech.edu","www.itt-tech.edu/npc",42.960006,-87.993353,3
"Lakeland College","Plymouth","WI","www.lakeland.edu","lakeland.edu/Financial-Aid/financial-aid-calculator",43.841863,-87.884956,2
"Lakeshore Technical College","Cleveland","WI","www.gotoltc.edu","gotoltc.edu/financial-aid/student-consumer-information/net-price-calculator/index.html",43.924774,-87.75454,1
"Lawrence University","Appleton","WI","www.lawrence.edu","www.lawrence.edu/admissions/afford/net_price_calculator",44.261323,-88.397822,2
"Maranatha Baptist University","Watertown","WI","www.mbu.edu","www.mbu.edu/npc",43.195709,-88.735055,2
"Marian University","Fond Du Lac","WI","www.marianuniversity.edu","www.marianuniversity.edu/calculator.aspx",43.777411,-88.420638,2
"Marquette University","Milwaukee","WI","www.marquette.edu","www.marquette.edu/student-aid-calculator/",43.03903,-87.927961,2
"Medical College of Wisconsin","Milwaukee","WI","www.mcw.edu","NULL",43.044108,-88.022698,2
"Mid-State Technical College","Wisconsin Rapids","WI","www.mstc.edu","www.mstc.edu/netcalc/npcalc.htm",44.391219,-89.783449,1
"Milwaukee Area Technical College","Milwaukee","WI","matc.edu","matc.edu/student/net_price_calculator/npcalc.htm",43.04359,-87.920818,1
"Milwaukee Institute of Art & Design","Milwaukee","WI","www.miad.edu","www.miad.edu/financial-aid/net-price-calculator",43.030917,-87.907925,2
"Milwaukee School of Engineering","Milwaukee","WI","www.msoe.edu","www.msoe.edu/npc",43.045364,-87.907691,2
"Moraine Park Technical College","Fond du Lac","WI","www.morainepark.edu","www.morainepark.edu/financial-aid/cost-of-your-education/net-price-calculator/#cost-of-education",43.785224,-88.417656,1
"Mount Mary University","Milwaukee","WI","www.mtmary.edu/","www.mtmary.edu/costs-aid/financial-aid/net-price-calculator_first.html",43.072303,-88.030594,2
"Nashotah House","Nashotah","WI","www.nashotah.edu","www.nashotah.edu/tuition-and-fees",43.093621,-88.414635,2
"Nicolet Area Technical College","Rhinelander","WI","www.nicoletcollege.edu","www.nicoletcollege.edu/future-student/paying-for-college/net-price/index.html",45.609583,-89.425123,1
"Northcentral Technical College","Wausau","WI","www.ntc.edu","www.ntc.edu/html_files/net-price-calculator/npcalc.htm",44.984837,-89.648419,1
"Northeast Wisconsin Technical College","Green Bay","WI","www.nwtc.edu","www.nwtc.edu/services/Admissions-Registration/financial-aid/Pages/NetPriceCalculator.aspx",44.526342,-88.105976,1
"Northland International University","Dunbar","WI","www.ni.edu","www.ni.edu/iframes/NetPriceCalculator/npcalc.htm",45.58114,-88.095933,2
"Northland College","Ashland","WI","www.northland.edu","www.northland.edu/apply/cost/calculator/",46.578983,-90.874991,2
"Ripon College","Ripon","WI","www.ripon.edu","www.ripon.edu/admission/calculator/",43.842383,-88.8426,2
"Sacred Heart School of Theology","Franklin","WI","www.shsst.edu","NULL",42.910829,-88.04438,2
"Saint Norbert College","De Pere","WI","www.snc.edu","https://www.snc.edu/financialaid/incomingstudents/secure/netpricecalculator.html",44.444651,-88.067301,2
"Silver Lake College of the Holy Family","Manitowoc","WI","www.sl.edu/","https://sl.studentaidcalculator.com/survey.aspx",44.071038,-87.742961,2
"State College of Beauty Culture Inc","Wausau","WI","www.statecollegeofbeauty.com","www.statecollegeofbeauty.com",44.958536,-89.625182,3
"Southwest Wisconsin Technical College","Fennimore","WI","https://www.swtc.edu","https://www.swtc.edu/admissions/paying-for-college/NetPriceCalculator/npcalc",42.976238,-90.637714,1
"Bryant & Stratton College-Milwaukee","Milwaukee","WI","www.bryantstratton.edu","tcc.noellevitz.com/Bryant-and-Stratton-College-Amherst-NY/Freshman-Students",43.039176,-87.915286,3
"University of Wisconsin Colleges","Madison","WI","www.uwc.edu","www.uwc.edu/money-matters/fin-aid/cost-of-attendance/net-price-calculator",43.071583,-89.404531,1
"Viterbo University","La Crosse","WI","www.viterbo.edu","https://www.viterbo.edu/costtoattend/",43.802291,-91.244095,2
"Chippewa Valley Technical College","Eau Claire","WI","www.cvtc.edu","www.cvtc.edu/financial/financial-aid/Tools/Pages/Net-Price-Calculator.aspx",44.794867,-91.505675,1
"Waukesha County Technical College","Pewaukee","WI","www.wctc.edu","www.wctc.edu/become-a-student/how-to-pay/calculator/npcalc.htm",43.070112,-88.258805,1
"Western Technical College","La Crosse","WI","www.westerntc.edu","www.westerntc.edu/financialaid/npcalc.htm",43.815147,-91.246249,1
"University of Wisconsin-Whitewater","Whitewater","WI","www.uww.edu","www.uww.edu/students/financial-aid-award-estimator",42.835563,-88.742368,1
"Wisconsin Indianhead Technical College","Shell Lake","WI","www.witc.edu","www.witc.edu/finance/npcalc.htm",45.747831,-91.916484,1
"Wisconsin School of Professional Psychology","Milwaukee","WI","www.wspp.edu","wspp.edu",43.105054,-88.026735,2
"Paul Mitchell the School-Green Bay","De Pere","WI","greenbay.paulmitchell.edu/","greenbay.paulmitchell.edu/",44.468073,-88.115101,3
"University of Wisconsin-Eau Claire","Eau Claire","WI","www.uwec.edu","collegeportraits.org/WI/UWEC/costs",44.798431,-91.500432,1
"University of Wisconsin-Green Bay","Green Bay","WI","www.uwgb.edu","www.uwgb.edu/vsa/calculator/",44.531102,-87.920499,1
"University of Wisconsin-La Crosse","La Crosse","WI","www.uwlax.edu","www.uwlax.edu/finaid/Net-price-calculator/",43.815295,-91.230149,1
"Wisconsin Lutheran College","Milwaukee","WI","wlc.edu","wlc.edu/NetPriceCalculator/",43.036943,-88.022718,2
"University of Wisconsin-Oshkosh","Oshkosh","WI","www.uwosh.edu","www.uwosh.edu/vsacalculator/financial-aid-award-estimator",44.024985,-88.549282,1
"University of Wisconsin-Parkside","Kenosha","WI","https://www.uwp.edu","https://www.uwp.edu/live/offices/financialaid/npcalculator.cfm",42.646074,-87.855407,1
"Herzing University-Madison","Madison","WI","www.Herzing.edu","www.herzing.edu/financial-aid/net-price-calculator",43.143622,-89.291617,3
"University of Wisconsin-Stout","Menomonie","WI","www.uwstout.edu","www.uwstout.edu/static/finaid/vsa/",44.88861,-91.929461,1
"University of Wisconsin-Superior","Superior","WI","www.uwsuper.edu","www.uwsuper.edu/finaid/calculator",46.717548,-92.089039,1
"University of Wisconsin-Madison","Madison","WI","www.wisc.edu","www.finaid.wisc.edu/award-estimator.php",43.073858,-89.405356,1
"University of Wisconsin-Milwaukee","Milwaukee","WI","www.uwm.edu","www4.uwm.edu/financialaid/calculator/NPC/",43.076848,-87.880488,1
"University of Wisconsin-Platteville","Platteville","WI","www.uwplatt.edu","www.uwplatt.edu/finaid/vsa.html",42.733936,-90.492709,1
"University of Wisconsin-River Falls","River Falls","WI","www.uwrf.edu","www.uwrf.edu/FinancialAid/NetPriceCalculator.cfm",44.852647,-92.625316,1
"University of Wisconsin-Stevens Point","Stevens Point","WI","www.uwsp.edu","www.collegeportraits.org/WI/UWSP/estimator/agree",44.529582,-89.570934,1
"Casper College","Casper","WY","www.caspercollege.edu","www.caspercollege.edu/financial_aid/NetPriceCalculator/npcalc.htm",42.830517,-106.327007,1
"Central Wyoming College","Riverton","WY","www.cwc.edu/","www.cwc.edu/web/admissions/npc",43.030492,-108.42701,1
"Eastern Wyoming College","Torrington","WY","ewc.wy.edu","ewc.wy.edu/future-students/financial-aid/net-price-calculator/",42.079354,-104.190823,1
"Laramie County Community College","Cheyenne","WY","www.lccc.wy.edu","www.lccc.wy.edu/services/financialAid",41.103874,-104.780973,1
"Northwest College","Powell","WY","www.nwc.edu","www.nwc.edu/calculator",44.760176,-108.761728,1
"Sheridan College","Sheridan","WY","www.sheridan.edu","sheridan.studentaidcalculator.com/survey.aspx",44.764467,-106.942374,1
"Western Wyoming Community College","Rock Springs","WY","https://www.westernwyoming.edu","https://wwccwy.studentaidcalculator.com/survey.aspx",41.590964,-109.237126,1
"Cheeks International Academy of Beauty Culture-Cheyenne","Cheyenne","WY","www.cheeksusa.com","www.cheeksusa.com",41.13418,-104.816671,3
"Wyotech-Laramie","Laramie","WY","www.wyotech.edu/campus/laramie","www.Wyotech.edu/npc",41.339618,-105.590547,3
"University of Wyoming","Laramie","WY","www.uwyo.edu","https://www.uwyo.edu/sfa/net-price-calculator/npcalc.htm",41.311943,-105.57204,1
"American Samoa Community College","Pago Pago","AS","www.amsamoa.edu","www.amsamoa.edu/netpricecalc/npcalc.htm",-14.322587,-170.742728,1
"Guam Community College","Mangilao","GU","www.guamcc.edu","www.guamcc.edu/Runtime/uploads/Files/03%20Finance%20and%20Admin/FinancialAid/npcalc.htm",13.440649,144.808944,1
"University of Guam","Mangilao","GU","www.uog.edu","www.uog.edu/financial-aid/financial-aid-home",13.432726,144.802837,1
"Northern Marianas College","Saipan","MP","www.marianas.edu/","www.marianas.edu/FinCal/npcalc.htm",15.152247,145.721733,1
"Institute of Beauty Careers","Arecibo","PR","www.ibcbelleza.com","www.ibcbelleza.com",18.468611,-66.720979,3
"Educational Technical College-Recinto de Bayamon","Bayamon","PR","www.edutecpr.com","edutecpr.com/index.php/admisiones/net-price.html",18.395254,-66.159092,3
"American University of Puerto Rico","Bayamon","PR","www.aupr.edu","www.aupr.edu/site/calculadora",18.406139,-66.18678,2
"American University of Puerto Rico","Manati","PR","www.aupr.edu","www.aupr.edu/site/calculadora",18.434072,-66.478655,2
"American Educational College","Bayamon","PR","www.amedcopr.com","amedcopr.com/NetPriceCalculator/npcalc.htm",18.396942,-66.146866,3
"Antilles School of Technical Careers","San Juan","PR","www.antillespr.com","antillespr.com/npc/npcalc.htm",18.438465,-66.059172,3
"Universidad Adventista de las Antillas","Mayaguez","PR","www.uaa.edu/","www.uaa.edu/npc/",18.205329,-67.112632,2
"Atlantic University College","Guaynabo","PR","www.atlanticu.edu","www.atlanticu.edu/asistencia_economica.php",18.357395,-66.111714,2
"Universidad Central de Bayamon","Bayamón","PR","www.ucb.edu.pr","www.ucb.edu.pr/couch/uploads/netpricecalculator/netprice.ucb.2013.2014.html",18.400541,-66.181496,2
"Columbia Central University-Caguas","Caguas","PR","www.columbiacentral.edu","www.columbiacentral.edu/web2015/net-price-calculator/net-price-calculator-caguas/",18.2263,-66.028097,3
"Carlos Albizu University-San Juan","San Juan","PR","www.albizu.edu","www.albizu.edu/NetPriceCalculator/san_juan/npcalc.htm",18.466573,-66.113908,2
"Caribbean University-Bayamon","Bayamon","PR","www.caribbean.edu","www.caribbean.edu/B7_Net%20Price%20Calcs.html",18.383209,-66.168171,2
"Caribbean University-Carolina","Carolina","PR","www.caribbean.edu","www.caribbean.edu/B7_Net%20Price%20Calcs.html",18.38746,-65.95765,2
"Pontifical Catholic University of Puerto Rico-Arecibo","Arecibo","PR","www.pucpr.edu/arecibo","www.pucpr.edu/net_price_calculator_arecibo/npcalc.htm",18.446006,-66.679114,2
"Pontifical Catholic University of Puerto Rico-Ponce","Ponce","PR","www.pucpr.edu","www.pucpr.edu/net_price_calculator/npcalc.htm",18.000652,-66.61763,2
"Centro de Estudios Multidisciplinarios-San Juan","San Juan","PR","www.cempr.edu","www.cempr.edu/npcalc/",18.39031,-66.010873,3
"Universidad Teologica del Caribe","Trujillo Alto","PR","www.utcpr.edu","www.utcpr.edu",18.370604,-66.014483,2
"Colegio Universitario de San Juan","San Juan","PR","www.cunisanjuan.edu","www.cunisanjuan.edu/netprice/npcalc.htm",18.428528,-66.066529,1
"Universidad Metropolitana","San Juan","PR","www.suagm.edu/umet","www.suagm.edu/umet/net_price_calc/npcalc.htm",18.387177,-66.061615,2
"Puerto Rico Conservatory of Music","San Juan","PR","www.cmpr.edu","cmpr.edu/NetPriceCalculator/npcalc.htm",18.4206,-66.068376,1
"Center for Advanced Studies On Puerto Rico and the Caribbean","San Juan","PR","ceaprc.edu","www.ceaprc.edu",18.46589,-66.118261,2
"EDP University of Puerto Rico Inc-San Sebastian","San Sebastian","PR","www.edpuniversity.edu/","www.edpuniversity.edu/net-price-calculator",18.334858,-66.990909,2
"Emma's Beauty Academy-Mayaguez","Mayaguez","PR","www.emmasbeautyacademy.com","www.emmasbeautyacademy.com",18.199825,-67.140997,3
"Escuela de Artes Plasticas y Diseno de Puerto Rico","San Juan","PR","www.eap.edu","www.eap.edu/images/descargas/asistencia_economica/calculadora_asist_economica/index.html",18.467401,-66.111462,1
"Instituto Tecnologico de Puerto Rico-Recinto de Manati","Manati","PR","itec.pr/ITPR-Joomla/","itec.pr",18.4394,-66.457032,1
"Huertas College","Caguas","PR","www.huertas.edu","www.huertas.edu",18.219116,-66.031484,3
"Humacao Community College","Humacao","PR","www.hccpr.edu","www.hccpr.edu",18.148339,-65.826368,2
"ICPR Junior College-Arecibo","Arecibo","PR","www.icprjc.edu","www.icprjc.edu/netPriceCalculator/npalc.htm",18.475297,-66.758263,3
"ICPR Junior College-Mayaguez","Mayaguez","PR","www.icprjc.edu","www.icprjc.edu/netPriceCalculator/npalc.htm",18.201649,-67.141966,3
"Instituto de Educacion Tecnica Ocupacional La Reine-Manati","Manati","PR","www.lareine.edu","www.lareine.edu/files/npcalc.htm",18.429557,-66.490994,3
"Hispanic American College","Gurabo","PR","www.hispanicamericancollege.net","www.hispanicamericancollege.net",18.25458,-65.965488,3
"Instituto de Banca y Comercio Inc","Guaynabo","PR","www.ibanca.net","www.ibanca.net/npc/npcalc.htm",18.391708,-66.113889,3
"Instituto Tecnologico de Puerto Rico-Recinto de Guayama","Guayama","PR","www.de.gobierno.pr/","https://www.itecguayama.com",17.976065,-66.106561,1
