"INSTNM","CITY","STABBR","INSTURL","NPCURL","lat","lng","CONTROL"
"California College San Diego","San Marcos","CA","www.cc-sd.edu","www.cc-sd.edu/net-price-calculator",33.13817,-117.160641,2
"Old Town Barber College-Topeka","Topeka","KS","midwestbarbercollege.com","www.midwestbarbercollege.com/calculator/npcalc.php",39.00027,-95.689101,3
"Jolie Hair and Beauty Academy-Northfield","Northfield","NJ","www.jolieacademy.com","www.schooliya.com/Pioneer/Northfield/netpricecalc.html",39.38347,-74.555351,3
"Hays Academy of Hair Design","Salina","KS","haysacademy.com","haysacademy.com",38.83981,-97.607571,3
"Bellus Academy","Manhattan","KS","www.bellusacademy.edu","www.bellusacademy.edu",39.191201,-96.609575,3
"Cortiva Institute-Seattle","Federal Way","WA","www.cortiva.com","www.cortiva.com/npc/NetPriceCalculator_Seattle/npcalc_seattle.htm",47.320315,-122.306314,3
"MotoRing Technical Training Institute","East Providence","RI","mtti.edu","mtti.edu",41.81866,-71.384761,3
"Leon Studio One School of Hair Design & Career Training Center","North Tonawanda","NY","leonstudioone.com","leonstudioone.com",43.02318,-78.873841,3
"Columbia College","Centreville","VA","ccdc.edu","www.ccdc.edu",38.836958,-77.435116,3
"Unitek College","Hayward","CA","ncpcollegeofnursing.edu","ncpcollegeofnursing.edu/netcal/npcalc.htm",37.66064,-122.115681,3
"ITT Technical Institute-Philadelphia","Philadelphia","PA","www.itt-tech.edu","www.itt-tech.edu/npc",39.94898,-75.152201,3
"ITT Technical Institute-Marlton","Marlton","NJ","www.itt-tech.edu","www.itt-tech.edu/npc",39.91018,-74.939291,3
"ITT Technical Institute-Germantown","Greenfield","WI","www.itt-tech.edu","www.itt-tech.edu/npc",42.95984,-87.992451,3
"ITT Technical Institute-Southfield","Troy","MI","www.itt-tech.edu","www.itt-tech.edu/npc",42.56258,-83.117241,3
"ITT Technical Institute-West Palm Beach","West Palm Beach","FL","www.itt-tech.edu","www.itt-tech.edu/npc",26.7022,-80.085991,3
"ITT Technical Institute-Salem","Salem","OR","www.itt-tech.edu","www.itt-tech.edu/npc",44.88528,-123.032831,3
"ITT Technical Institute-Deerfield Beach","Fort Lauderdale","FL","www.itt-tech.edu","www.itt-tech.edu/npc",26.077866,-80.251855,3
"ITT Technical Institute-Indianapolis East","Indianapolis","IN","www.itt-tech.edu","www.itt-tech.edu/npc",39.80095,-86.042651,3
"ITT Technical Institute-Douglasville","Douglasville","GA","www.itt-tech.edu","www.itt-tech.edu/npc",33.719097,-84.771569,3
"ITT Technical Institute-Overland Park","Overland Park","KS","www.itt-tech.edu","www.itt-tech.edu/npc",38.91518,-94.674121,3
"ITT Technical Institute-Springfield","Springfield","IL","www.itt-tech.edu","www.itt-tech.edu/npc",39.76727,-89.703621,3
"ITT Technical Institute-West Chester","Norwood","OH","www.itt-tech.edu","www.itt-tech.edu/npc",39.16126,-84.449401,3
"Pennsylvania State University-World Campus","University Park","PA","www.worldcampus.psu.edu/","tuition.psu.edu/CostEstimate.aspx",40.832677,-77.841657,1
"Medical Career Institute","Ocean","NJ","www.mcinj.edu","www.mcinj.edu",40.263186,-74.046768,3
"Advance Beauty Techs Academy","San Jacinto","CA","WWW.ABT-ACADEMY.NET","WWW.ABT-ACADEMY.NET",33.795867,-116.971539,3
"Montage Academy","Longmont","CO","longspeakacademy.com","longspeakacademy.com",40.1531,-105.104971,3
"Brand College","Glendale","CA","brandcollege.edu","brandcollege.edu",34.15799,-118.265551,3
"Hinton Barber and Beauty College","Vallejo","CA","hintonbarberbeauty.com","nces.ed.gov/ipeds/netpricecalculator/",38.10643,-122.222571,3
"Advanced Career Institute","Visalia","CA","www.advanced.edu","www.advanced.edu/disclosures",36.344397,-119.385592,3
"Digital Film Academy","New York","NY","www.digitalfilmacademy.edu","www.digitalfilmacademy.edu",40.760002,-73.991441,3
"MyComputerCareer.com-Raleigh","Raleigh","NC","www.mycomputercareer.edu","www.mycomputercareer.edu/price-calculators/",35.76721,-78.727311,3
"Kaplan University-Augusta Campus","Augusta","ME","www.kaplanuniversity.edu/augusta-maine.aspx","www.kaplanuniversity.edu/paying-school.aspx",44.34045,-69.78955,3
"South University-Austin","Austin","TX","www.southuniversity.edu","tcc.noellevitz.com/edmc/South Net Price Calculator",30.459476,-97.751403,3
"South University-Cleveland","Cleveland","OH","www.southuniversity.edu/cleveland.aspx","tcc.noellevitz.com/edmc/South Net Price Calculator",41.431336,-81.497852,3
"Bryant & Stratton College-Online","Orchard Park","NY","www.bryantstratton.edu","tcc.noellevitz.com/Bryant-and-Stratton-College-Amherst-NY/Freshman-Students",42.790477,-78.769037,3
"Virginia College-Florence","Florence","SC","www.vc.edu/college/florence-south-carolina-college.cfm","https://enroll.vc.edu/npc/",34.18711,-79.823491,3
"Ogle School Hair Skin Nails-San Antonio","San Antonio","TX","www.ogleschool.edu","www.ogleschool.edu",29.520142,-98.505519,3
"Elizabethtown College School of Continuing and Professional Studies","Elizabethtown","PA","www.etowndegrees.com/","www.etowndegrees.com/admissions-aid/",40.149968,-76.591579,2
"Fortis College-Cutler Bay","Cutler Bay","FL","www.fortis.edu","www.fortis.edu",25.58561,-80.363801,3
"Ideal Beauty Academy","Louisville","KY","idealbeautyacademy.net","idealbeautyacademy.net/consumer-information/",38.22488,-85.567911,3
"Minnesota School of Cosmetology-Plymouth Campus","Plymouth","MN","www.msccollege.edu/","www.msccollege.edu/tuition/student-loan-calculator",44.994475,-93.50212,3
"Mercyhurst University-North East Campus","North East","PA","northeast.mercyhurst.edu/","https://mercyhurst.studentaidcalculator.com/survey.aspx",42.2196,-79.835671,2
"Warner Pacific College Adult Degree Program","Portland","OR","www.warnerpacific.edu/adult-degrees/adult-degree-program","www.warnerpacific.edu/adult-degrees/admissions/adp-net-price-calculator",45.50362,-122.562251,2
"Platt College-Riverside","Riverside","CA","www.plattcollege.edu","www.plattcollege.edu/financial-aid/calculator-riverside/",33.93284,-117.298291,3
"Savannah Law School","Savannah","GA","www.savannahlawschool.org/","www.savannahlawschool.org/future-students/financial-aid/tuition/",32.06917,-81.093911,3
"Empire Beauty School-Glen Burnie","Glen Burnie","MD","www.empire.edu","www.empire.edu/net-price-calculator",39.203955,-76.6141,3
"Everest College-Woodbridge","Woodbridge","VA","www.everest.edu/campus/woodbridge?","www.Everest.edu/npc",38.636284,-77.295987,3
"Everest College-Kansas City","Kansas City","MO","www.everest.edu/campus/kansas_city","www.Everest.edu/npc",38.96357,-94.607161,3
"International School of Cosmetology-Toni & Guy Hairdressing Academy","Scottsdale","AZ","toniguy.com/academy/scottsdale_beauty_school/default.aspx","toniguy.com/academy/santa_monica_beauty_school/default.aspx",33.536941,-111.889155,3
"InterCoast Career Institute-Salem","Salem","NH","www.intercoast.edu/","www.intercoast.edu/financial-services/",42.7717,-71.244101,3
"American National University-Canton","Canton","OH","https://www.an.edu/locations/stark-county-oh/","https://www.an.edu/admissions/financial-assistance/net-price-va/",40.84987,-81.434121,3
"Vatterott College-Fairview Heights","Fairview Heights","IL","www.vatterott.edu","www.vatterott.edu/calculator/",38.59776,-89.989891,3
"Ross Medical Education Center-Dayton","Dayton","OH","www.rosseducation.edu","www.rosseducation.edu",39.819268,-84.127107,3
"Ross Medical Education Center-Ontario","Ontario","OH","www.rosseducation.edu","www.rosseducation.edu",40.7739,-82.591771,3
"Ross Medical Education Center-Bowling Green","Bowling Green","KY","www.rosseducation.edu","www.rosseducation.edu",36.96679,-86.434191,3
"Florida Institute of Technology-Online","Melbourne","FL","www.fit.edu","fit.studentaidcalculator.com/survey.aspx",28.06469,-80.618811,2
"Rasmussen College-Kansas","Topeka","KS","rasmussen.edu","https://rasmussensnapprodfp.regenteducation.net/#/",39.05634,-95.751738,3
"Columbia Institute","Silver Spring","MD","ccdc.edu","ccdc.edu",39.05573,-77.081261,3
"School of Missionary Aviation Technology","Ionia","MI","www.smat.edu","www.smat.edu",42.941626,-85.077288,2
"Ace Cosmetology and Barber Training Center","Wolcott","CT","acecosmetologybarbertraining.com","acecosmetologybarbertraining.com",41.594114,-72.987869,3
"Manthano Christian College","Westland","MI","www.manthanochristian.org","www.manthanochristian.org",42.33117,-83.406961,2
"California Miramar University","San Diego","CA","www.calmu.edu","https://www.calmu.edu/main-navigation/admissions/financial_aid.html",32.77931,-117.118211,3
"Rocky Vista University","Parker","CO","www.rockyvistauniversity.edu","www.rockyvistauniversity.edu",39.56304,-104.814691,3
"Virginia College-Greensboro","Greensboro","NC","www.vc.edu/campus/greensboro-north-carolina-college.cfm","https://enroll.vc.edu/npc/",36.00925,-79.840151,3
"The College of Health Care Professions-Dallas","Dallas","TX","www.chcp.edu/","www.chcp.edu/sites/all/themes/custom/npcalc/npcalc.htm",32.92258,-96.758031,3
"The College of Health Care Professions-Fort Worth","Fort Worth","TX","www.chcp.edu","www.chcp.edu",32.816869,-97.312707,3
"Shear Finesse Hairstyling Academy","Jacksonville","FL","www.shearfinessehairacademy.com","www.shearfinessehairacademy.com",30.371549,-81.664009,3
"Academy of Salon Professionals","Sedalia","MO","academyofsalonprofessionals.com/Home_Page.html","academyofsalonprofessionals.com/Financial_Aid.html",38.690856,-93.250986,3
"CyberTex Institute of Technology","Austin","TX","cybertex.edu","cybertex.edu/web/cybertexit/npc/npcmaa/npcalc.htm",30.32448,-97.702881,3
"UEI College-Santa Cruz","Santa Cruz","CA","www.uei.edu","www.uei.edu",36.98817,-121.985231,3
"New England Tractor Trailer Training School of CT-Bridgeport","Bridgeport","CT","www.nettts.com","nettts.com",41.187042,-73.179479,3
"Gemini School of Visual Arts & Communication","Cedar Park","TX","Geminischool.com","geminischool.com/netprice/npcalc.htm",30.50924,-97.846101,3
"Designer Barber & Stylist School","Ft Smith","AR","designercollege.net","designercollege.net",35.3594,-94.370341,3
"Paul Mitchell the School-Woodbridge","Woodbridge","VA","woodbridge.paulmitchell.edu/","woodbridge.paulmitchell.edu/programs/tuition-calculator",38.63645,-77.295853,3
"College of the Muscogee Nation","Okmulgee","OK","mvsktc.org","mvsktc.org/NetPriceCalculator.html?authuser=0&feat=directlink",35.645749,-95.959574,1
"The Salon Professional Academy-Huntsville","Huntsville","AL","www.huntsvilletspa.com","www.huntsvilletspa.com/net-price-calculator/",34.738216,-86.657129,3
"Midwives College of Utah","Salt Lake City","UT","www.midwifery.edu/","https://www.midwifery.edu/wordpress/wp-content/uploads/2013/06/npcalc.htm",40.71086,-111.856911,2
"Aspen Beauty Academy of Laurel","Laurel","MD","www.aspenlaurel.com","www.aspenlaurel.com/net-price-calculator.html",39.100704,-76.822817,3
"M T Training Center","Grand Prairie","TX","mttrainingcenter.org","mttrainingcenter.org/financial-assistance/net-price-calculator/",32.71991,-97.042611,3
"Berks Career & Technology Center","Leesport","PA","www.berkscareer.com","www.berkscareer.com",40.386863,-75.999034,1
"Future Generations Graduate School","Franklin","WV","www.future.edu","NULL",38.70906,-79.405415,2
"Carthage R9 School District-Carthage Technical Center","Carthage","MO","www.carthage.k12.mo.us/tc/","www.carthage.k12.mo.us/tc/",37.173927,-94.30051,1
"Grace Mission University","Fullerton","CA","www.gm.edu","www.gm.edu/NetPriceCalculator/npcalc.htm",33.866566,-117.957072,2
"PCCTI IT and Healthcare","Oak Brook","IL","WWW.PCCTI.COM","pccti.com/financial-aid/net-price-calculator/",41.84403,-87.984621,3
"Sotheby's Institute of Art-NY","New York","NY","www.sothebysinstitute.com/Programmes/PNewyork.aspx","https://sothebysinstitute.vfao.com/aidestimator/default.aspx",40.68897,-73.937381,3
"Top Nails & Hair Beauty School","Taylorsville","UT","www.topbeautyschoolutah.com","www.topbeautyschoolutah.com",40.653083,-111.939464,3
"Radians College","Washington","DC","www.radianscollege.edu","www.radianscollege.edu/financial-aid/net-price-calculator",38.90326,-77.032891,3
"Santa Ana Beauty College","Santa Ana","CA","www.savcusa.com","www.savcusa.com",33.75952,-117.895961,3
"Shepherds College","Union Grove","WI","www.shepherdscollege.edu","shepherdscollege.edu/home/admissions/net-price-calculator/",42.67843,-88.063131,2
"Woodruff Medical Training and Testing","Tucker","GA","www.woodruffmedical.edu","nces.ed.gov/ipeds/netpricecalculator/Npc_2.aspx",33.84549,-84.251931,3
"Helms College","Macon","GA","www.helms.edu","www.helms.edu/net_price.cms",32.80389,-83.732701,2
"American Academy of Personal Training","New York","NY","www.aapt.edu","www.aapt.edu/npcalc.htm",40.73785,-73.998971,3
"Ukiah Adult School","Ukiah","CA","ukiahadultschool.net","ukiahadultschool.net",39.161993,-123.214735,1
"Riverside County Office of Education","Riverside","CA","www.riversidesce.org","www.riversidesce.org/financial_aid.php",33.91732,-117.294571,1
"Institute of Health Sciences","Hunt Valley","MD","www.IOHS.org","www.instituteofhealthscience.org/fin_calc.htm",39.48735,-76.656521,3
"Mid-South Christian College","Memphis","TN","www.midsouthcc.org","www.midsouthcc.org",35.064377,-89.910526,2
"Advanced Computing Institute","Los Angeles","CA","www.advancedcomputinginstitute.edu","www.advancedcomputinginstitute.edu/",34.061731,-118.299299,3
"New York Institute of Beauty","Islandia","NY","www.nyib.edu","www.nyib.edu/npc/npcalc.htm",40.80235,-73.189261,3
"Ultrasound Medical Institute","Royal Palm Beach","FL","www.sonogramcenter.com","www.sonogramcenter.com",26.68298,-80.228391,3
"Beautiful You School of Nail Technology","Cedar City","UT","www.beautifulyouschoolofnailtechnology.com","www.beautifulyouschoolofnailtechnology.com",37.71014,-113.060711,3
"Harmon's Beauty School","Landover","MD","www.harmonsbeautyschool.com","www.harmonsbeautyschool.com",38.927468,-76.879325,3
"Xavier College School of Nursing","Stockton","CA","www.xavier-college.com","www.xavier-college.com",37.963925,-121.292764,3
"Lawrence & Company College of Cosmetology","Hanford","CA","www.lawrenceandco.net","www.lawrenceandco.net",36.33339,-119.637371,3
"Cactus Academy","Garden City","NY","www.cactusacademy.com","www.cactusacademy.com",40.73961,-73.614181,3
"Kaizen Beauty Academy","Pembroke Pines","FL","www.kba.edu","www.kba.edu",26.01015,-80.255891,3
"Southern Texas Careers Academy","McAllen","TX","thespaprofessionalsacademy.com","www.stcacademy.edu",26.23789,-98.207661,3
"Sharp Edgez Barber Institute","Rochester","NY","www.sharpedgez.com","sharpedgezbarberinstitute.com/wp/financialaid/",43.140489,-77.605023,3
"The Salon Professional Academy-Nashville","Nashville","TN","www.NashvilleBeautySchool.com","www.nashvillebeautyschool.com/enrollment/?select_box=1&CourseSelectionProcess=",36.17027,-86.667551,3
"Cosmotech School of Cosmetology","Westbrook","ME","www.cosmotechschool.com","www.cosmotechschool.com/calculator/",43.67598,-70.369991,3
"Prestige Health & Beauty Sciences Academy","North Miami Beach","FL","phabsa.com","phabsa.com",25.931398,-80.132918,3
"Grace College of Barbering","Greenville","NC","www.gcb.edu","www.gcb.edu",35.60597,-77.383211,2
"California Career Institute","Garden Grove","CA","www.calinstitute.edu/","calinstitute.edu/financial-aid/net-price-calculator/",33.786443,-117.958797,3
"Cosmo Factory Cosmetology Academy","Santa Cruz","CA","www.thecosmofactory.com","www.thecosmofactory.com/NetPrice/npcalc.htm",36.96782,-122.023831,3
"Grace School of Theology","Conroe","TX","www.gsot.edu","www.gsot.edu/programs/tuition-and-fees/",30.20578,-95.472361,2
"Yeshiva Gedolah Kesser Torah","Monsey","NY","NULL","sites.google.com/site/ygkessertorah",41.12494,-74.068551,2
"Universal Training Institute","Perth Amboy","NJ","www.universaluti.com","universaluti.com/xtra/NetPriceCalculator/npcalc.htm",40.51034,-74.269901,3
"Yeshiva Yesodei Hatorah","Lakewood","NJ","NULL","sites.google.com/site/yyesodeihatorah/",40.065492,-74.201781,2
"Rizzieri Institute","Voorhees","NJ","www.rizzierischoolofmassage.com","www.rizzierischoolofmassage.com/npcalc.htm",39.85132,-74.999965,3
"Bonnie Joseph Academy of Cosmetology and Barbering","Heber City","UT","bonniejosephacademy.com","bonniejosephacademy.com",40.505511,-111.413541,3
"Healthcare Training Institute","Kenner","LA","healthcaretraininginstitutenola.net","healthcaretraininginstitutenola.net",29.97382,-90.246041,3
"W Academy of Salon and Spa","Danville","CA","wacademyofsalonandspa.com/","nces.ed.gov/ipeds/netpricecalculator/Npc_2.aspx",37.81773,-121.996459,3
"Boca Beauty Academy","Boca Raton","FL","www.bocabeautyacademy.edu","www.bocabeautyacademy.edu",26.36725,-80.166891,3
"United Medical and Business Institute","East Point","GA","umbi.edu","umbi.studentaidcalculator.com/survey.aspx",33.67849,-84.438601,3
"Paul Mitchell the School-Jersey Shore","Brick","NJ","jersey-shore.paulmitchell.edu","jersey-shore.paulmitchell.edu",40.061672,-74.13955,3
"City Pointe Beauty Academy","Webb City","MO","www.citypointebeauty.com","www.citypointebeauty.com/calculator",37.14015,-94.474671,3
"The Chrysm Insitute of Esthetics","Virginia Beach","VA","www.chrysm.org","www.chrysm.org/net-price-calculator.html",36.84521,-76.139351,3
"National Personal Training Institute of Columbus","Columbus","OH","www.nptiohio.edu","nptiohio.edu/federal_financial_aid/net_price_calculator",40.10503,-83.082411,3
"Bly's School of Cosmetology","Gainesville","FL","www.blyscosmetology.com","www.blyscosmetology.com/netprice_npcalc",29.6652,-82.330441,3
"Toni & Guy Hairdressing Academy-Manteca","Manteca","CA","toniguy.com","toniguy.com/academy/beauty-school-manteca/default.aspx",37.788987,-121.216183,3
"Belle Academy of Cosmetology","Waterbury","CT","www.belleacademy.com","www.belleacademy.com",41.596437,-73.056909,3
"Dorsey Business Schools-Lansing","Lansing","MI","www.dorsey.edu","www.dorsey.edu/npcalc.htm",42.66692,-84.543911,3
"ITT Technical Institute-Pensacola","Pensacola","FL","www.itt-tech.edu/","www.itt-tech.edu/npc/",30.495261,-87.189509,3
"ITT Technical Institute-San Antonio East","San Antonio","TX","www.itt-tech.edu","www.itt-tech.edu/npc/",29.516628,-98.405379,3
"MedTech Institute-Orlando Campus","Orlando","FL","www.medtech.edu/schools/orlando-florida","www.medtech.edu/financial-services/net-price-calculator",28.57259,-81.208241,3
"Tulsa Welding School-Tulsa","Tulsa","OK","https://www.weldingschool.com","https://www.weldingschool.com/includes/NPC/Tulsa/npcalc.htm",36.14838,-95.959061,3
"Empire Beauty School-Augusta","Augusta","GA","www.empire.edu","www.empire.edu/net-price-calculator",33.515767,-82.065036,3
"South University-High Point","High Point","NC","www.southuniversity.edu/high-point.aspx","tcc.noellevitz.com/edmc/South Net Price Calculator",36.04129,-79.965201,3
"Empire Beauty School-Vernon Hills","Vernon Hills","IL","www.empire.edu","www.empire.edu/net-price-calculator",42.24149,-87.946123,3
"Empire Beauty School-Stone Park","Stone Park","IL","www.empire.edu","www.empire.edu/net-price-calculator",41.90709,-87.871371,3
"Court Reporting Institute of St Louis","Clayton","MO","www.cri.edu","www.vatterott.edu/calculator/",38.64829,-90.335741,3
"Ohio Business College-Dayton","Dayton","OH","www.ohiobusinesscollege.edu","ohiobusinesscollege.edu/net-price-calculator/",39.74265,-84.195261,3
"Empire Beauty School-Rochester","Rochester","NY","www.empire.edu","www.empire.edu/net-price-calculator",43.21531,-77.729991,3
"American Career College-Long Beach","Long Beach","CA","americancareercollege.edu/","www.aidcalc.com/acc/#window_top",33.770473,-118.190168,3
"Ross Medical Education Center-Kokomo","Kokomo","IN","www.rosseducation.edu","www.rosseducation.edu",40.444013,-86.130014,3
"Ross Medical Education Center-Erlanger","Erlanger","KY","www.rosseducation.edu","www.rosseducation.edu",39.030555,-84.616638,3
"Ross Medical Education Center-Charleston","Charleston","WV","www.rosseducation.edu","www.rosseducation.edu",38.31287,-81.566935,3
"L'Ecole Culinaire-Kansas City","Kansas City","MO","www.lecole.edu","www.vatterott.edu/calculator",39.040598,-94.591194,3
"Utah College of Massage Therapy-Houston","Houston","TX","www.texasmassagetherapy.com","www.texasmassagetherapy.com/npcalc_west.htm",29.847413,-95.503633,3
"InterCoast Colleges-Fairfield","Fairfield","CA","www.intercoast.edu/","www.intercoast.edu/financial-services/",38.27561,-122.050541,3
"Vatterott College-ex'treme Institute by Nelly-St Louis","St. Louis","MO","www.eibynelly.com","www.vatterott.edu/calculator",38.63107,-90.185411,3
"Southern Careers Institute-San Antonio","San Antonio","TX","www.scitexas.edu","www.scitexas.edu/new-financial-services/",29.45833,-98.627161,3
"College of Business and Technology-Miami Gardens","Miami Gardens","FL","www.cbt.edu","www.cbt.edu/financial-aid/financial-aid-calculator",25.92456,-80.284651,3
"Milan Institute of Cosmetology-Nampa","Nampa","ID","www.milaninstitute.edu","www.milaninstitute.edu",43.60065,-116.593951,3
"Milan Institute-Merced","Merced","CA","www.milaninstitute.edu","www.milaninstitute.edu",37.32253,-120.481171,3
"Midwest Technical Institute-Springfield","Springfield","MO","midwesttech.edu","midwesttech.edu/netcalculator/",37.14777,-93.256511,3
"Finger Lakes School of Massage","Frederick","MD","teachingmassage.com/","teachingmassage.com/massage-therapy-tuition.html",39.442054,-77.396621,3
"Augusta University","Augusta","GA","www.augusta.edu","www.augusta.edu/finaid/costcalc.php",33.47145,-81.988361,1
"Middle Georgia State University","Macon","GA","www.mga.edu/","www.mga.edu/admissions/net-cost-calculator/npcalc.htm",32.81039,-83.732361,1
"Trenz Beauty Academy","Calumet","IL","www.trenzbeautyacademy.com","www.trenzbeautyacademy.com",41.61564,-87.529531,3
"Paul Mitchell the School-Denver","Lakewood","CO","denver.paulmitchell.edu/","denver.paulmitchell.edu/programs/Tuition-Calculator",39.708743,-105.076905,3
"Academy of Interactive Entertainment","Seattle","WA","www.theaie.us","www.theaie.us/net_price_calculator/calculator",47.62192,-122.355081,2
"Arrojo Cosmetology School","New York","NY","www.arrojocosmetology.com","arrojocosmetology2.com/NetPriceCalculator/npcalc.htm",40.727795,-74.004892,3
"Cosmetology Academy of Texarkana","Texarkana","TX","cosmetologyacademyoftexarkana.com","cosmetologyacademyoftexarkana.com",33.4565,-94.132291,3
"Virginia Baptist College","Fredericksburg","VA","www.vbc.edu","www.vbc.edu/index.php/net-price-calculator/",38.29061,-77.531381,2
"Lynnes Welding Training","Fargo","ND","learntoweld.com","www.learntoweld.com/NetPriceCalculator/npcalc.htm",46.87988,-96.823491,3
"Aviation Institute of Maintenance-Las Vegas","Las Vegas","NV","www.aviationmaintenance.edu","www.aviation.edu/AIM-Las-Vegas/Shared%20Documents/npcalc.htm",36.08304,-115.117631,3
"Tulsa Technology Center-Owasso Campus","Owasso","OK","tulsatech.edu/Pages/Default.aspx","tulsatech.edu/Admissions/FinancialAid/Pages/Default.aspx",36.312305,-95.820494,1
"Tulsa Technology Center-Sand Springs Campus","Sand Springs","OK","tulsatech.edu/Pages/Default.aspx","tulsatech.edu/Admissions/FinancialAid/Pages/Default.aspx",36.13761,-96.095601,1
"National American University-Austin South","Austin","TX","www.national.edu/locations/south-austin","www.national.edu/admissions-financial/financial-aid/net-price-calculator",30.208608,-97.814592,3
"National American University-Lewisville","Lewisville","TX","www.national.edu/locations/lewisville","www.national.edu/admissions-financial/financial-aid/net-price-calculator",32.99225,-96.978131,3
"National American University-Georgetown","Georgetown","TX","www.national.edu/locations/georgetown-online","www.national.edu/admissions-financial/financial-aid/net-price-calculator",30.63086,-97.695581,3
"National American University-Richardson","Richardson","TX","www.national.edu/locations/richardson","www.national.edu/admissions-financial/financial-aid/net-price-calculator",32.95517,-96.768511,3
"National American University-Rochester","Rochester","MN","www.national.edu/locations/rochester","www.national.edu/admissions-financial/financial-aid/net-price-calculator",44.063199,-92.497972,3
"National American University-Weldon Spring","Weldon Spring","MO","www.national.edu/locations/weldon-spring-0","www.national.edu/admissions-financial/financial-aid/net-price-calculator",38.728941,-90.64441,3
"National American University-Wichita West","Wichita","KS","www.national.edu/locations/kansas/wichita-west","www.national.edu/admissions-financial/financial-aid/net-price-calculator",37.70923,-97.440061,3
"National American University-Indianapolis","Indianapolis","IN","www.national.edu/locations/indianapolis","www.national.edu/admissions-financial/financial-aid/net-price-calculator",39.92198,-86.222601,3
"National American University-Tigard","Tigard","OR","www.national.edu/tigard","www.national.edu/admissions-financial/financial-aid/net-price-calculator",45.422669,-122.745721,3
"The Art Institute of St Louis","St Charles","MO","artinstitutes.edu/st-louis/","tcc.noellevitz.com:80/edmc/Freshman-Students%20Net%20Price%20Calculator",38.766465,-90.495665,3
"DeVry College of New York","New York","NY","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",40.7476,-73.983127,3
"DeVry University-Arizona","Phoenix","AZ","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",33.56572,-112.104961,3
"DeVry University-California","Pomona","CA","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",34.06302,-117.803681,3
"DeVry University-Colorado","Westminster","CO","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",39.91934,-105.008901,3
"DeVry University-Florida","Miramar","FL","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",25.98794,-80.339241,3
"DeVry University-Georgia","Decatur","GA","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",33.774971,-84.296897,3
"DeVry University-Illinois","Chicago","IL","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",41.94122,-87.691051,3
"DeVry University-Indiana","Merrillville","IN","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",41.47242,-87.327511,3
"DeVry University-Maryland","Bethesda","MD","www.devry.edu","www.devry.edu/financial-aid-tuition/financial-aid-calculator.html",38.98363,-77.091721,3
"DeVry University-Michigan","Southfield","MI","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",42.487451,-83.244788,3
"DeVry University-Minnesota","Edina","MN","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",44.86289,-93.331791,3
"DeVry University-Missouri","Kansas City","MO","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",38.92248,-94.583901,3
"DeVry University-Nevada","Henderson","NV","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",36.019627,-115.096518,3
"DeVry University-New Jersey","North Brunswick","NJ","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",40.465723,-74.44394,3
"DeVry University-North Carolina","Charlotte","NC","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",35.13766,-80.931971,3
"DeVry University-Ohio","Columbus","OH","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",39.9405,-82.940701,3
"DeVry University-Oklahoma","Oklahoma City","OK","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",35.537003,-97.59009,3
"DeVry University-Oregon","Portland","OR","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",45.51179,-122.777681,3
"DeVry University-Pennsylvania","Fort Washington","PA","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",40.139883,-75.17255,3
"DeVry University-Tennessee","Nashville","TN","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",36.08538,-86.694521,3
"DeVry University-Texas","Irving","TX","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",32.93361,-97.011291,3
"DeVry University-Utah","Sandy","UT","www.devry.edu","www.devry.edu/financial-aid-tuition/financial-aid-calculator.html",40.58181,-111.888641,3
"DeVry University-Virginia","Arlington","VA","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",38.85232,-77.050211,3
"DeVry University-Washington","Federal Way","WA","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",47.29468,-122.288091,3
"DeVry University-Wisconsin","Milwaukee","WI","www.devry.edu","www.devry.edu/financial-aid/net-price-calculator.html",43.03867,-87.906281,3
"University of North Georgia","Dahlonega","GA","www.ung.edu","ung.edu/financial-aid/net-calculator.php",34.530527,-83.986574,1
"South Georgia State College","Douglas","GA","www.sgsc.edu","www.sgsc.edu/current-students/netprice/npcalc.htm",31.497072,-82.850706,1
